master_id,recency,frequency,monetary,recency_score,monetary_score,frequency_score,RF_SCORE,segment
01541ece-ee0c-11e9-9346-000d3a38a36f,229,1,699.83,2,4,1,21,hibernating
01551f04-afcd-11e9-9757-000d3a38a36f,246,1,208.35000000000002,1,1,1,11,hibernating
0156dac8-bbb2-11ea-a0c9-000d3a38a36f,163,1,476.09,2,3,1,21,hibernating
01588ec4-4680-11ea-b6c0-000d3a38a36f,187,1,145.98000000000002,2,1,1,21,hibernating
015ad42c-a4cd-11e9-a2fc-000d3a38a36f,123,1,674.88,3,4,1,31,need_attention
015dd374-708e-11ea-8021-000d3a38a36f,83,1,292.45,4,1,1,41,promising
01613a82-28f4-11ea-b87a-000d3a38a36f,47,1,394.95,4,2,1,41,promising
0161be1c-97df-11ea-9d91-000d3a38a36f,236,1,844.81,1,4,1,11,hibernating
0162aa7a-3f10-11ea-b794-000d3a38a36f,366,1,380.96000000000004,1,2,1,11,hibernating
0164505a-a221-11e9-a2fc-000d3a38a36f,35,1,855.4300000000001,4,4,1,41,promising
016521aa-aa88-11e9-a2fc-000d3a38a36f,27,1,1691.28,5,5,1,51,new_customers
016cb6c8-a3e8-11e9-a2fc-000d3a38a36f,216,1,229.9,2,1,1,21,hibernating
016dc71a-a795-11e9-a2fc-000d3a38a36f,220,1,1323.85,2,5,1,21,hibernating
016fe0aa-da25-11e9-93bc-000d3a38a36f,259,1,559.94,1,3,1,11,hibernating
0171bf78-e5de-11e9-ad00-000d3a38a36f,4,1,744.8900000000001,5,4,1,51,new_customers
0174d3ce-9f0d-11e9-9897-000d3a38a36f,239,1,640.71,1,3,1,11,hibernating
01755b62-a298-11e9-a2fc-000d3a38a36f,303,1,513.98,1,3,1,11,hibernating
0175d8d8-1cf7-11ea-a490-000d3a38a36f,332,1,349.97,1,2,1,11,hibernating
0179158a-aac8-11e9-a2fc-000d3a38a36f,8,1,110.86999999999999,5,1,1,51,new_customers
01794f62-b08d-11e9-9757-000d3a38a36f,139,1,549.98,3,3,1,31,need_attention
017a26b0-1a61-11ea-941b-000d3a38a36f,205,1,1512.96,2,5,1,21,hibernating
017bd900-a97e-11e9-a2fc-000d3a38a36f,250,1,699.9,1,4,1,11,hibernating
017c09ec-9d90-11e9-9897-000d3a38a36f,14,1,1500.23,5,5,1,51,new_customers
017d86e2-5599-11eb-9e65-000d3a38a36f,134,1,154.97,3,1,1,31,need_attention
017e9a2c-1ae5-11ea-98d5-000d3a38a36f,184,1,429.97,2,2,1,21,hibernating
017eb67c-12c2-11ea-a001-000d3a38a36f,5,1,625.86,5,3,1,51,new_customers
017ec6e8-4658-11ea-b6c0-000d3a38a36f,62,1,724.94,4,4,1,41,promising
01811462-9dce-11e9-9897-000d3a38a36f,110,1,562.77,3,3,1,31,need_attention
0185f454-2614-11ea-8e1c-000d3a38a36f,356,1,429.96000000000004,1,2,1,11,hibernating
01861c98-ac31-11e9-a2fc-000d3a38a36f,91,1,1455.43,3,5,1,31,need_attention
01885392-309c-11ea-a6ce-000d3a38a36f,40,1,715.35,4,4,1,41,promising
018a6c62-a132-11e9-a2fc-000d3a38a36f,117,1,679.6700000000001,3,4,1,31,need_attention
018acb80-aaec-11e9-a2fc-000d3a38a36f,13,1,622.9300000000001,5,3,1,51,new_customers
018b9230-aae3-11e9-a2fc-000d3a38a36f,324,1,384.45,1,2,1,11,hibernating
018bc0ba-6ce5-11ea-b576-000d3a38a36f,158,1,299.46,2,1,1,21,hibernating
018e9704-a436-11e9-a2fc-000d3a38a36f,253,1,421.92999999999995,1,2,1,11,hibernating
0192727e-2bd7-11ea-91ab-000d3a38a36f,23,1,949.94,5,4,1,51,new_customers
019280fa-a87b-11e9-a2fc-000d3a38a36f,309,1,210.49,1,1,1,11,hibernating
0192b6d2-43ae-11ea-8b43-000d3a38a36f,321,1,530.4499999999999,1,3,1,11,hibernating
019443fe-ab05-11e9-a2fc-000d3a38a36f,88,1,317.45,3,2,1,31,need_attention
01949f34-8633-11ea-be76-000d3a38a36f,15,1,1339.78,5,5,1,51,new_customers
0196a484-b0d5-11e9-9757-000d3a38a36f,324,1,610.2,1,3,1,11,hibernating
01976720-ae7d-11e9-a2fc-000d3a38a36f,263,1,269.51,1,1,1,11,hibernating
019cde54-1e25-11ea-8bf2-000d3a38a36f,129,1,169.97,3,1,1,31,need_attention
01a14070-5bdd-11ea-9312-000d3a38a36f,231,1,139.97,2,1,1,21,hibernating
01abd05c-b1f7-11e9-89fa-000d3a38a36f,184,1,453.94000000000005,2,2,1,21,hibernating
01ad5e68-5bf7-11ea-a897-000d3a38a36f,68,1,287.99,4,1,1,41,promising
01b12072-ade0-11e9-a2fc-000d3a38a36f,54,1,1282.4,4,5,1,41,promising
01b448ae-b125-11e9-9757-000d3a38a36f,13,1,614.5600000000001,5,3,1,51,new_customers
01b4d5e8-9e89-11e9-9897-000d3a38a36f,148,1,1124.6399999999999,2,5,1,21,hibernating
01c40d86-fe26-11e9-a5e8-000d3a38a36f,228,1,219.83999999999997,2,1,1,21,hibernating
01ca955c-a106-11e9-a2fc-000d3a38a36f,25,1,476.55,5,3,1,51,new_customers
01cd1dd8-105d-11ea-8ce6-000d3a38a36f,149,1,1297.86,2,5,1,21,hibernating
01cd5b7e-ddd4-11e9-a848-000d3a38a36f,55,1,159.32,4,1,1,41,promising
01d402a6-bbc0-11ea-9a91-000d3a38a36f,334,1,450.48,1,2,1,11,hibernating
01d4c0ba-b3bf-11e9-a043-000d3a38a36f,357,1,340.48,1,2,1,11,hibernating
01d5156e-51f9-11ea-a243-000d3a38a36f,362,1,631.95,1,3,1,11,hibernating
01da52d2-563f-11ea-b9b9-000d3a38a36f,18,1,290.96999999999997,5,1,1,51,new_customers
01defd1e-a582-11e9-a2fc-000d3a38a36f,244,1,1497.5,1,5,1,11,hibernating
01e0c2fc-a5d7-11e9-a2fc-000d3a38a36f,209,1,671.18,2,4,1,21,hibernating
01e208c8-a4d9-11e9-a2fc-000d3a38a36f,349,1,984.78,1,4,1,11,hibernating
01e2833e-3ca0-11ea-b550-000d3a38a36f,30,1,280.96999999999997,5,1,1,51,new_customers
01e4d576-a51f-11e9-a2fc-000d3a38a36f,35,1,1260.32,4,5,1,41,promising
01e9000a-a228-11e9-a2fc-000d3a38a36f,45,1,224.3,4,1,1,41,promising
01eb536e-a854-11e9-a2fc-000d3a38a36f,119,1,1466.1899999999998,3,5,1,31,need_attention
01eb8378-ae96-11e9-a2fc-000d3a38a36f,138,1,500.65999999999997,3,3,1,31,need_attention
01ec6786-636b-11ea-a6dc-000d3a38a36f,53,1,988.3599999999999,4,4,1,41,promising
01ee4378-5bb7-11ea-84ff-000d3a38a36f,182,1,339.96999999999997,2,2,1,21,hibernating
01f3e57a-b3ba-11ea-8745-000d3a38a36f,202,1,370.95000000000005,2,2,1,21,hibernating
01f87448-ac75-11e9-a2fc-000d3a38a36f,281,1,550.67,1,3,1,11,hibernating
01fa53ea-fbd9-11e9-b138-000d3a38a36f,163,1,849.9200000000001,2,4,1,21,hibernating
01fe2034-98ea-11ea-b97a-000d3a38a36f,248,1,1368.97,1,5,1,11,hibernating
02055c84-acdf-11e9-a2fc-000d3a38a36f,204,1,341.97,2,2,1,21,hibernating
02061982-a940-11e9-a2fc-000d3a38a36f,270,1,1333.88,1,5,1,11,hibernating
02098f82-9f8f-11e9-a2fc-000d3a38a36f,140,1,1626.31,3,5,1,31,need_attention
020ce394-4d86-11ea-9655-000d3a38a36f,327,1,859.95,1,4,1,11,hibernating
020d943e-be28-11ea-aa61-000d3a38a36f,314,1,170.47,1,1,1,11,hibernating
020e2b84-5bbb-11eb-8dbd-000d3a38a36f,124,1,2215.31,3,5,1,31,need_attention
020fcf46-2a59-11ea-99b3-000d3a38a36f,259,1,424.85,1,2,1,11,hibernating
020fdc82-a8d3-11e9-a2fc-000d3a38a36f,6,1,1735.0800000000002,5,5,1,51,new_customers
0211e640-2370-11ea-8523-000d3a38a36f,63,1,1222.99,4,5,1,41,promising
0215b782-d700-11e9-93bc-000d3a38a36f,22,1,172.45,5,1,1,51,new_customers
0215be54-2939-11ea-b87a-000d3a38a36f,98,1,971.9200000000001,3,4,1,31,need_attention
021817b2-2d3a-11ea-827e-000d3a38a36f,51,1,809.96,4,4,1,41,promising
021c9f20-2601-11ea-8e1c-000d3a38a36f,48,1,236.96,4,1,1,41,promising
021d20d2-affd-11e9-9757-000d3a38a36f,25,1,235.97000000000003,5,1,1,51,new_customers
021d4cae-da25-11e9-93bc-000d3a38a36f,171,1,329.96000000000004,2,2,1,21,hibernating
0225e986-2b15-11ea-9d27-000d3a38a36f,30,1,352.18,5,2,1,51,new_customers
02321df6-c574-11ea-9dde-000d3a38a36f,41,1,687.21,4,4,1,41,promising
02355648-60f1-11ea-8dd8-000d3a38a36f,133,1,1357.01,3,5,1,31,need_attention
0235c69a-1c0f-11ea-ac4f-000d3a38a36f,255,1,684.9300000000001,1,4,1,11,hibernating
0238a4c8-ab4e-11e9-a2fc-000d3a38a36f,236,1,439.97,1,2,1,11,hibernating
0238d3f4-a710-11e9-a2fc-000d3a38a36f,200,1,514.97,2,3,1,21,hibernating
02398b8c-a9f9-11e9-a2fc-000d3a38a36f,123,1,487.18,3,3,1,31,need_attention
023db43a-aa05-11e9-a2fc-000d3a38a36f,99,1,489.87,3,3,1,31,need_attention
0242b9e6-9d88-11e9-9897-000d3a38a36f,92,1,230.87,3,1,1,31,need_attention
02438ab8-b171-11e9-89fa-000d3a38a36f,35,1,895.26,4,4,1,41,promising
02460ca6-1f36-11ea-87bf-000d3a38a36f,56,1,234.71,4,1,1,41,promising
02494b5a-5bc7-11ea-a7a9-000d3a38a36f,41,1,599.87,4,3,1,41,promising
024b87da-9d4f-11e9-9897-000d3a38a36f,81,1,2045.01,4,5,1,41,promising
024da65a-5b36-11ea-b7e2-000d3a38a36f,15,1,2312.01,5,5,1,51,new_customers
0250d14a-a24f-11e9-a2fc-000d3a38a36f,42,1,686.9100000000001,4,4,1,41,promising
025316be-49af-11ea-8a4f-000d3a38a36f,115,1,1365.21,3,5,1,31,need_attention
02539196-2bde-11ea-91ab-000d3a38a36f,25,1,269.89,5,1,1,51,new_customers
0259aaae-5b0e-11ea-86e3-000d3a38a36f,260,1,425.38,1,2,1,11,hibernating
025b8bb6-ac28-11e9-a2fc-000d3a38a36f,6,1,820.88,5,4,1,51,new_customers
026751c6-5ba0-11ea-b8cf-000d3a38a36f,22,1,189.79,5,1,1,51,new_customers
026f662a-c524-11ea-9dde-000d3a38a36f,234,1,614.06,1,3,1,11,hibernating
0271e98c-ab2f-11e9-a2fc-000d3a38a36f,109,1,1658.58,3,5,1,31,need_attention
0271f148-ae54-11e9-a2fc-000d3a38a36f,34,1,229.35999999999999,4,1,1,41,promising
0271fde2-a7af-11e9-a2fc-000d3a38a36f,241,1,255.41,1,1,1,11,hibernating
02782278-d651-11e9-93bc-000d3a38a36f,274,1,259.9,1,1,1,11,hibernating
027f69dc-4575-11ea-acaf-000d3a38a36f,304,1,935.74,1,4,1,11,hibernating
027f8bec-be33-11ea-aa61-000d3a38a36f,79,1,252.95,4,1,1,41,promising
0282144a-21d2-11eb-99f8-000d3a38a36f,34,1,1170.6,4,5,1,41,promising
02823756-5bbf-11ea-9699-000d3a38a36f,36,1,564.46,4,3,1,41,promising
0289a8f8-5b31-11ea-b819-000d3a38a36f,30,1,429.52,5,2,1,51,new_customers
028ef70e-9db3-11e9-9897-000d3a38a36f,355,1,480.87,1,3,1,11,hibernating
02968374-ee0e-11e9-9346-000d3a38a36f,301,1,572.95,1,3,1,11,hibernating
0296e104-a5cc-11ea-bd63-000d3a38a36f,11,1,554.84,5,3,1,51,new_customers
02a3810e-d7b6-11ea-aceb-000d3a38a36f,57,1,257.96,4,1,1,41,promising
02a59d28-aa20-11e9-a2fc-000d3a38a36f,362,1,756.84,1,4,1,11,hibernating
02a5bc6c-d663-11e9-93bc-000d3a38a36f,19,1,1578.7,5,5,1,51,new_customers
02aaed92-4b2d-11ea-a626-000d3a38a36f,273,1,1013.75,1,4,1,11,hibernating
02ac8d16-9e29-11e9-9897-000d3a38a36f,172,1,1074.81,2,5,1,21,hibernating
02ae2d70-53e0-11ea-94d4-000d3a38a36f,6,1,274.46999999999997,5,1,1,51,new_customers
02af4fd8-7362-11ea-92d0-000d3a38a36f,199,1,460.44,2,3,1,21,hibernating
02afb6c6-aa95-11e9-a2fc-000d3a38a36f,123,1,314.96,3,2,1,31,need_attention
02b20078-ab91-11e9-a2fc-000d3a38a36f,200,1,538.9,2,3,1,21,hibernating
02b56648-133b-11ea-a001-000d3a38a36f,46,1,800.02,4,4,1,41,promising
02b8e8cc-5b4d-11ea-8031-000d3a38a36f,340,1,773.39,1,4,1,11,hibernating
02ba14ce-b0bf-11e9-9757-000d3a38a36f,83,1,509.87,4,3,1,41,promising
02bc6872-bebb-11ea-958c-000d3a38a36f,186,1,745.94,2,4,1,21,hibernating
02bc835c-d96f-11e9-93bc-000d3a38a36f,33,1,521.65,5,3,1,51,new_customers
02bf2f16-ad15-11e9-a2fc-000d3a38a36f,99,1,330.85,3,2,1,31,need_attention
02c1681e-d6e9-11e9-93bc-000d3a38a36f,93,1,258.48,3,1,1,31,need_attention
02c4d744-3db2-11ea-9e19-000d3a38a36f,68,1,1082.61,4,5,1,41,promising
02c605a4-993f-11ea-b97a-000d3a38a36f,113,1,282.08000000000004,3,1,1,31,need_attention
02c9dcc6-5437-11ea-b1db-000d3a38a36f,194,1,563.95,2,3,1,21,hibernating
02ce0744-1370-11eb-8ffc-000d3a38a36f,23,1,310.46,5,2,1,51,new_customers
02d44576-a596-11e9-a2fc-000d3a38a36f,237,1,847.45,1,4,1,11,hibernating
02d6802a-a37f-11e9-a2fc-000d3a38a36f,134,1,588.25,3,3,1,31,need_attention
02d68f14-46e6-11eb-806e-000d3a38a36f,6,1,430.90999999999997,5,2,1,51,new_customers
02d797b2-5b53-11ea-9849-000d3a38a36f,91,1,635.37,3,3,1,31,need_attention
02d7c642-2575-11ea-b1c8-000d3a38a36f,39,1,601.96,4,3,1,41,promising
02d8ab7a-2c50-11ea-b752-000d3a38a36f,184,1,401.69,2,2,1,21,hibernating
02d9ce2c-1c76-11ea-a490-000d3a38a36f,91,1,816.9100000000001,3,4,1,31,need_attention
02dad82c-abaa-11e9-a2fc-000d3a38a36f,6,1,1348.33,5,5,1,51,new_customers
02ddf53a-d683-11e9-93bc-000d3a38a36f,136,1,492.46000000000004,3,3,1,31,need_attention
02df20e8-da31-11e9-93bc-000d3a38a36f,114,1,391.97,3,2,1,31,need_attention
02e16bfa-631b-11ea-a6dc-000d3a38a36f,176,1,444.98,2,2,1,21,hibernating
02e28698-b1dc-11e9-89fa-000d3a38a36f,55,1,689.9300000000001,4,4,1,41,promising
02e3c7d4-ac63-11e9-a2fc-000d3a38a36f,14,1,834.55,5,4,1,51,new_customers
02ed79a6-19d5-11eb-8d74-000d3a38a36f,74,1,931.4300000000001,4,4,1,41,promising
02edc210-fb42-11e9-b138-000d3a38a36f,94,1,920.44,3,4,1,31,need_attention
02f2627a-ac05-11e9-a2fc-000d3a38a36f,175,1,298.46999999999997,2,1,1,21,hibernating
02f5617e-ab28-11e9-a2fc-000d3a38a36f,190,1,569.93,2,3,1,21,hibernating
02f5905a-d700-11e9-93bc-000d3a38a36f,184,1,681.79,2,4,1,21,hibernating
02f66fc4-52f8-11ea-9ade-000d3a38a36f,144,1,339.97,3,2,1,31,need_attention
0300717c-279c-11ea-aaaa-000d3a38a36f,110,1,686.35,3,4,1,31,need_attention
0300fb52-ace4-11e9-a2fc-000d3a38a36f,221,1,518.87,2,3,1,21,hibernating
0303e4e6-a0f2-11e9-a2fc-000d3a38a36f,112,1,1012.75,3,4,1,31,need_attention
0309458c-afe5-11ea-b736-000d3a38a36f,135,1,1204.0,3,5,1,31,need_attention
030b5cca-ab25-11e9-a2fc-000d3a38a36f,91,1,477.95000000000005,3,3,1,31,need_attention
0317fea8-a5a8-11e9-a2fc-000d3a38a36f,159,1,513.91,2,3,1,21,hibernating
0319003a-a75d-11e9-a2fc-000d3a38a36f,79,1,3565.8999999999996,4,5,1,41,promising
0319b040-5b0b-11ea-8c5d-000d3a38a36f,14,1,152.49,5,1,1,51,new_customers
031b2954-6d28-11eb-99c4-000d3a38a36f,5,1,2230.76,5,5,1,51,new_customers
0323b1d6-e2ce-11e9-ad00-000d3a38a36f,173,1,432.96000000000004,2,2,1,21,hibernating
0324b6b0-a923-11e9-a2fc-000d3a38a36f,187,1,413.7,2,2,1,21,hibernating
03262f34-b1c7-11e9-89fa-000d3a38a36f,265,1,282.45,1,1,1,11,hibernating
03265212-6292-11ea-9861-000d3a38a36f,186,1,272.99,2,1,1,21,hibernating
032d15ec-abf5-11e9-a2fc-000d3a38a36f,201,1,468.83,2,3,1,21,hibernating
0336955e-221f-11ea-8523-000d3a38a36f,146,1,1657.91,2,5,1,21,hibernating
033b544e-1631-11ea-aa74-000d3a38a36f,112,1,461.91,3,3,1,31,need_attention
03436154-ff1e-11e9-a5e8-000d3a38a36f,210,1,515.94,2,3,1,21,hibernating
03464e90-8a4d-11ea-8ec0-000d3a38a36f,325,1,468.45000000000005,1,3,1,11,hibernating
034a8960-c855-11ea-8ddc-000d3a38a36f,104,1,254.85999999999999,3,1,1,31,need_attention
0350ce40-a58a-11e9-a2fc-000d3a38a36f,242,1,171.97,1,1,1,11,hibernating
